id,caption
162,"The image shows the eyes of a person wearing blue glasses in two different scenarios. In both images, there are signs of strabismus (misalignment of the eyes). 

- In the top image, the left eye is turned outward (exotropia).
- In the bottom image, the right eye appears to be turned outward as well.

These images demonstrate a possible case of alternating exotropia, where each eye drifts outward at different times."
163,"The image shows a close-up of a child's eyes demonstrating strabismus, specifically exotropia, where one eye is turned outward while the other eye is directed straight ahead. This condition is a type of misalignment of the eyes."
164,"The image shows two close-up photographs of a child's eyes. In the top image, the child appears to be looking into the distance, while in the bottom image, the child seems to be looking at something nearby, as suggested by the text next to the images in Hebrew, which likely indicate ""gaze into the distance"" and ""nearby gaze."" The eyes appear symmetric with normal positioning and no obvious abnormalities in the surrounding structures."
165,"The biomedical image shows two fundus photographs of the retina, highlighting the optic disc area with branching blood vessels. These images are likely used to examine the structural health of the retina and optic nerve, often to assess or diagnose ocular conditions like glaucoma or optic neuropathy. The white area within each optic disc could be indicative of an abnormality or area of interest for further evaluation."
166,"This image shows an eye with a slit-lamp examination. There is a distinctive line of light, characteristic of a slit-lamp view, across the cornea and iris. Notably, there is a central white opacity on the lens, indicative of a cataract. Additionally, the red reflex is present, which can often enhance visibility of opacities or abnormalities in the lens."
167,"The image shows a child with multiple small, raised, dome-shaped lesions on the face. These lesions have a pearly appearance, typical of molluscum contagiosum. The lesions are primarily located on the forehead, around the eyes, and the cheek. The eyes are blacked out for privacy."
168,"The image depicts a horizontal (axial) CT scan of the human head. It shows the bony and soft tissue structures of the skull, likely focusing on the nasal cavity and surrounding sinuses. The varying shades of gray indicate different tissue densities, with bone appearing white and air-filled spaces (such as the sinuses) appearing black. The symmetrical structures are the orbits (eye sockets) on either side. The nasal septum is visible in the midline, separating the two halves of the nasal cavity."
169,"The biomedical image consists of two parts:

1. **Left Image:** A close-up photograph of a person's eyes looking upward. The eyelids, eyebrows, and parts of the forehead are visible.

2. **Right Image:** A coronal CT scan of the orbit and nasal region, showing the bone structures and soft tissues of the face. The eye sockets and nasal cavity are clearly visible. 

These images are likely used to assess or investigate ocular or sinus conditions."
170,"The images depict close-up views of a person's eyes. Both images show signs of redness in the sclera (the white part of the eyes) and prominent blood vessels. The person has blue irises. There are visible signs of aging around the eyes, such as wrinkles and sagging skin, and the eyelids appear slightly droopy. The images show a comparative view, possibly indicating a before-and-after scenario or highlighting different conditions."
171,"The image shows an eyelid being everted, likely as part of a medical examination or procedure. The inner part of the upper eyelid, or conjunctiva, is visible, and appears pink and healthy. There is a surgical instrument (forceps) holding the eyelashes, which helps lift the eyelid. This is typically done to inspect the eye for foreign bodies or other abnormalities."
172,"The biomedical image shows a close-up of an eye with an arrow pointing to the medial canthus, the corner where the upper and lower eyelids meet near the nose. This may indicate a focus on a specific feature or condition in that area, such as a skin lesion, tear duct abnormality, or other ocular conditions."
173,"The biomedical image contains three distinct parts:

1. The first part shows a pair of human eyes, likely focusing on the appearance of the eyelids and eye position.
2. The middle image is a CT scan of the head, showing a coronal view of the orbits. This includes the eyes and surrounding structures.
3. The third part is a histology image using hematoxylin and eosin (H&E) staining. It depicts a tissue sample with glandular structures, likely from a biopsy, showing cellular detail at the microscopic level."
174,"The biomedical image shows a close-up of a human eye. The focus is on the inner corner, where there is redness and possible inflammation. The area pointed to by an arrow appears to indicate a lesion or growth on the lower eyelid near the inner canthus. This might suggest a blocked tear duct or a lesion that could be a chalazion or other similar condition."
175,"The image shows an axial MRI scan of the brain. The scan reveals the ventricular system and surrounding brain structures. The ventricles appear to be of normal size and shape, with hyperintense (bright) and hypointense (dark) areas typical of T2-weighted imaging, which highlights fluid and white matter structures. There are no obvious abnormalities, such as masses or lesions, visible in this particular slice."
176,"The image shows two visual field plots, likely representing perimetry test results, which are used to assess the field of vision in each eye. Each plot has a grid with data points mapped across it, indicating sensitivity levels. Darker or denser areas suggest regions of vision loss or defect, while lighter areas denote normal vision. The arrangement of these plots suggests a test often used for diagnosing glaucoma or other ocular conditions affecting the visual field."
177,"The image shows a close-up of a person's eyes. There is noticeable swelling and redness of the upper eyelids, which may suggest an allergic reaction or inflammation such as periorbital edema."
178,"The image shows a close-up of a person's eyes with notable swelling and drooping of the eyelids. This condition could be indicative of ptosis or possibly some form of eyelid edema. There is noticeable puffiness around the eyes, suggesting inflammation or another underlying condition affecting the eyelid area."
179,"The image shows a microscopic view of an organism that appears to be a small invertebrate, likely a tardigrade due to its segmented body and claw-like structures. The scale bar indicates a size of approximately 0.1 mm. The creature's body is elongated with discernible segments and appendages at the rear."
180,"The image shows an eye with an abnormal growth or lesion on the iris. There is a noticeable deposit or mass that appears as a light-colored, irregular patch, possibly indicative of a medical condition affecting the eye, such as a tumor or other lesion. The surrounding areas exhibit redness, which may suggest inflammation or irritation."
181,"The biomedical image shows two colored photographs labeled A and B, depicting an eye condition. Image A appears to show the corneal surface with a darkened center and light edges, with numerous small, bright spots visible on the surface, which could indicate deposits or precipitates. Image B displays another view with a red-orange background, also showing many small bright spots uniformly distributed across the surface. This pattern could be associated with a particular eye condition involving corneal deposits."
182,"The image appears to show an eye, specifically the iris and part of the corneal surface. On the right side, there are multiple white deposits or opacities on the cornea, which could suggest the presence of an infection or inflammation, such as corneal ulcers or keratitis. The left side shows a clear view of the iris with a central black pupil. The abnormalities visible indicate ocular pathology that may require medical evaluation."
183,"The image appears to be of an eye, specifically focusing on the cornea. It shows a linear, transparent structure that looks like a worm or parasite within the corneal stroma. This could suggest a case of parasitic infection in the eye, possibly Loa Loa or another filarial worm. The surrounding area and lighting indicate it was likely taken through a slit lamp examination."
184,"The image shows a close-up of the cornea with a diffuse pattern of grayish, dust-like deposits on the endothelial surface. This appearance is typical of corneal guttata, which can be associated with Fuchs' endothelial dystrophy."
185,"The image is an optical coherence tomography (OCT) scan of the retina. It shows a cross-sectional view with noticeable features indicative of cystoid macular edema. The retina appears to have fluid-filled, cyst-like spaces in the macular region, causing a dome-shaped elevation. This can be associated with various retinal diseases."
186,"The image depicts an eye with a close-up view of the iris and pupil. The eye is blue, and there are visible details of the corneal surface. Inside the pupil, there is a noticeable reflection, and strands that resemble synechiae or attachments of the iris to the lens are present, possibly indicative of an eye condition."
